title_original,text_original,posted_on_original,date_of_power_shutdown
Power shutdown areas in Chennai on 11.11.2014, Power supply will be suspended in the following areas on 11.11.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 10/Nov/2014 9:59:30 AM,11-11-2014
Power shutdown areas in Chennai on 08.11.2014, Power supply will be suspended in the following areas on 08.11.2014 from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 06/Nov/2014 5:41:34 PM,11-08-2014
Power shutdown areas in Chennai on 07.11.2014, Power supply will be suspended in the following areas on 07.11.2014 from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 05/Nov/2014 6:11:17 PM,11-07-2014
Power shutdown areas in Chennai on 06.11.2014, Power supply will be suspended in the following areas on 06.11.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 03/Nov/2014 5:00:36 PM,11-06-2014
Power shutdown areas in Chennai on 05.11.2014, Power supply will be suspended in the following areas on 05.11.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 03/Nov/2014 4:59:09 PM,11-05-2014
Power shutdown areas in Chennai on 03.11.2014, Power supply will be suspended in the following areas on 03.11.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 02/Nov/2014 11:14:53 AM,11-03-2014
Power shutdown areas in Chennai on 31.10.2014, Power supply will be suspended in the following areas on 31.10.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 30/Oct/2014 9:49:21 AM,10-31-2014
Power shutdown areas in Chennai on 30.10.2014, Power supply will be suspended in the following areas on 30.10.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 28/Oct/2014 4:56:48 PM,10-30-2014
Power shutdown areas in Chennai on 29.10.2014, Power supply will be suspended in the following areas on 29.10.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 27/Oct/2014 5:56:07 PM,10-29-2014
Power shutdown areas in Chennai on 28.10.2014, Power supply will be suspended in the following areas on 28.10.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 27/Oct/2014 5:51:12 PM,10-28-2014
Power shutdown areas in Chennai on 28.10.2014, Power supply will be suspended in the following areas on 28.10.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 25/Oct/2014 6:11:19 PM,10-28-2014
Power shutdown areas in Chennai on 27.10.2014, Power supply will be suspended in the following areas on 27.10.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 25/Oct/2014 6:09:54 PM,10-27-2014
Power shutdown areas in Chennai on 25.10.2014, Power supply will be suspended in the following areas on 25.10.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 24/Oct/2014 11:04:26 AM,10-25-2014
Power shutdown areas in Chennai on 24.10.2014, Power supply will be suspended in the following areas on 24.10.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 24/Oct/2014 11:02:30 AM,10-24-2014
Power shutdown areas in Chennai on 20.10.2014, Power supply will be suspended in the following areas on 20.10.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 19/Oct/2014 11:08:55 AM,10-20-2014
Power shutdown areas in Chennai on 18.10.2014, Power supply will be suspended in the following areas on 18.10.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 17/Oct/2014 10:11:25 AM,10-18-2014
Power shutdown areas in Chennai on 17.10.2014, Power supply will be suspended in the following areas on 17.10.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 16/Oct/2014 10:31:53 AM,10-17-2014
Power shutdown areas in Chennai on 16.10.2014, Power supply will be suspended in the following areas on 16.10.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 15/Oct/2014 10:13:05 AM,10-16-2014
Power shutdown areas in Chennai on 15.10.2014, Power supply will be suspended in the following areas on 15.10.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 13/Oct/2014 6:14:25 PM,10-15-2014
Power shutdown areas in Chennai on 14.10.2014, Power supply will be suspended in the following areas on 14.10.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 11/Oct/2014 5:09:49 PM,10-14-2014
Power shutdown areas in Chennai on 13.10.2014, Power supply will be suspended in the following areas on 13.10.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 11/Oct/2014 5:06:20 PM,10-13-2014
Power shutdown areas in Chennai on 11.10.2014, Power supply will be suspended in the following areas on 11.10.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 09/Oct/2014 5:45:49 PM,10-11-2014
Power shutdown areas in Chennai on 10.10.2014, Power supply will be suspended in the following areas on 10.10.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 09/Oct/2014 5:41:06 PM,10-10-2014
Power shutdown areas in Chennai on 09.10.2014, Power supply will be suspended in the following areas on 09.10.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 07/Oct/2014 5:16:30 PM,10-09-2014
Power shutdown areas in Chennai on 08.10.2014, Power supply will be suspended in the following areas on 08.10.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 06/Oct/2014 9:52:30 AM,10-08-2014
Power shutdown areas in Chennai on 07.10.2014, Power supply will be suspended in the following areas on 07.10.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 06/Oct/2014 9:30:08 AM,10-07-2014
TNEB will inform about power shutdown through SMS, Power supply will be suspended in your area between 9 am and 5 pm for maintenance work- that could be a text message landing in your inbox soon from the Tamil Nadu Electricity Board (TNEB).,Posted On : 04/Oct/2014 12:33:02 PM,n/a
Power shutdown areas in Chennai on 27.09.2014, Power supply will be suspended in the following areas on 27.09.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 25/Sep/2014 4:51:09 PM,09-27-2014
Power shutdown areas in Chennai on 26.09.2014, Power supply will be suspended in the following areas on 26.09.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 24/Sep/2014 5:25:55 PM,09-26-2014
Power shutdown areas in Chennai on 25.09.2014, Power supply will be suspended in the following areas on 25.09.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 23/Sep/2014 3:41:43 PM,09-25-2014
Power shutdown areas in Chennai on 24.09.2014, Power supply will be suspended in the following areas on 24.09.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 22/Sep/2014 3:38:07 PM,09-24-2014
Power shutdown areas in Chennai on 20.09.2014, Power supply will be suspended in the following areas on 20.09.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 18/Sep/2014 5:10:17 PM,09-20-2014
Champion League Tournament begins: Power cuts may affect play sessions?, The possibility and threat of power cuts affecting the playing sessions in the Champion League Tournament involving participation of several countries about to start is looming Power cuts may occur due to overload.,Posted On : 18/Sep/2014 3:44:22 PM,n/a
Power shutdown areas in Chennai on 19.09.2014, Power supply will be suspended in the following areas on 19.09.2014 from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 17/Sep/2014 4:38:55 PM,09-19-2014
Power shutdown areas in Chennai on 18.09.2014, Power supply will be suspended in the following areas on 18.09.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 16/Sep/2014 5:14:13 PM,09-18-2014
Power shutdown areas in Chennai on 17.09.2014, Power supply will be suspended in the following areas on 17.09.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 15/Sep/2014 5:09:09 PM,09-17-2014
Power shutdown areas in Chennai on 16.09.2014, Power supply will be suspended in the following areas on 16.09.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 13/Sep/2014 6:29:46 PM,09-16-2014
Power shutdown areas in Chennai on 15.09.2014, Power supply will be suspended in the following areas on 15.09.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 13/Sep/2014 6:13:05 PM,09-15-2014
Power shutdown areas in Chennai on 13.09.2014, Power supply will be suspended in the following areas on 13.09.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 11/Sep/2014 4:12:47 PM,09-13-2014
Power shutdown areas in Chennai on 12.09.2014, Power supply will be suspended in the following areas on 12.09.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 10/Sep/2014 4:17:17 PM,09-12-2014
Power shutdown in Velacherry, Velacherry and a few surrounding areas will be without power from 9am to 5pm on Wednesday.,Posted On : 10/Sep/2014 11:03:46 AM,n/a
Power shutdown areas in Chennai on 11.09.2014, Power supply will be suspended in the following areas on 11.09.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 09/Sep/2014 3:56:40 PM,09-11-2014
Power shutdown areas in Chennai on 10.09.2014, Power supply will be suspended in the following areas on 10.09.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 08/Sep/2014 4:59:46 PM,09-10-2014
Power shutdown areas in Chennai on 09.09.2014, Power supply will be suspended in the following areas on 09.09.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 06/Sep/2014 3:39:11 PM,09-09-2014
Power shutdown areas in Chennai on 08.09.2014, Power supply will be suspended in the following areas on 08.09.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 06/Sep/2014 3:36:19 PM,09-08-2014
Power shutdown areas in Chennai on 06.09.2014, Power supply will be suspended in the following areas on 06.09.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 04/Sep/2014 4:15:42 PM,09-06-2014
Power shutdown areas in Chennai on 05.09.2014, Power supply will be suspended in the following areas on 05.09.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 03/Sep/2014 4:21:35 PM,09-05-2014
Power shutdown areas in Chennai on 03.09.2014, Power supply will be suspended in the following areas on 03.09.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 01/Sep/2014 4:36:05 PM,09-03-2014
Power shutdown areas in Chennai on 30.08.2014, Power supply will be suspended in the following areas on 30.08.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 29/Aug/2014 9:56:54 AM,08-30-2014
Power shutdown areas in Chennai on 28.08.2014, Power supply will be suspended in the following areas on 28.08.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 26/Aug/2014 5:06:32 PM,08-28-2014
Power shutdown areas in Chennai on 27.08.2014, Power supply will be suspended in the following areas on 27.08.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 25/Aug/2014 4:03:05 PM,08-27-2014
Power shutdown areas in Chennai on 26.08.2014, Power supply will be suspended in the following areas on 26.08.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 23/Aug/2014 4:53:05 PM,08-26-2014
Power shutdown areas in Chennai on 25.08.2014, Power supply will be suspended in the following areas on 25.08.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 23/Aug/2014 4:50:59 PM,08-25-2014
Unannounced power cuts again in Tamil Nadu!," With the power generation from wind power stations failing totally well before the end of the season, unannounced power cuts are back in Tamil Nadu!",Posted On : 23/Aug/2014 3:23:33 PM,n/a
Power shutdown areas in Chennai on 23.08.2014, Power supply will be suspended in the following areas on 23.08.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 21/Aug/2014 4:52:53 PM,08-23-2014
Power shutdown areas in Chennai on 22.08.2014, Power supply will be suspended in the following areas on 22.08.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 21/Aug/2014 4:48:52 PM,08-22-2014
Power shutdown areas in Chennai on 21.08.2014, Power supply will be suspended in the following areas on 21.08.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 19/Aug/2014 3:50:49 PM,08-21-2014
Power shutdown areas in Chennai on 20.08.2014, Power supply will be suspended in the following areas on 20.08.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 18/Aug/2014 3:46:03 PM,08-20-2014
Power shutdown areas in Chennai on 19.08.2014, Power supply will be suspended in the following areas on 19.08.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 16/Aug/2014 2:57:41 PM,08-19-2014
Power shutdown areas in Chennai on 18.08.2014, Power supply will be suspended in the following areas on 18.08.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 16/Aug/2014 2:55:58 PM,08-18-2014
Power shutdown areas in Chennai on 16.08.2014, Power supply will be suspended in the following areas on 16.08.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 14/Aug/2014 5:36:40 PM,08-16-2014
Power shutdown areas in Chennai on 14.08.2014, Power supply will be suspended in the following areas on 14.08.2014 from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 12/Aug/2014 5:24:13 PM,08-14-2014
Power shutdown areas in Chennai on 13.08.2014, Power supply will be suspended in the following areas on 13.08.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 11/Aug/2014 4:13:52 PM,08-13-2014
Power shutdown areas in Chennai on 12.08.2014, Power supply will be suspended in the following areas on 12.08.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 09/Aug/2014 1:49:40 PM,08-12-2014
Power shutdown areas in Chennai on 11.08.2014, Power supply will be suspended in the following areas on 11.08.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 09/Aug/2014 1:48:18 PM,08-11-2014
Power shutdown areas in Chennai on 09.08.2014, Power supply will be suspended in the following areas on 09.08.2014 from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 07/Aug/2014 5:46:00 PM,08-09-2014
Power shutdown areas in Chennai on 08.08.2014, Power supply will be suspended in the following areas on 08.08.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 06/Aug/2014 4:56:20 PM,08-08-2014
Power shutdown areas in Chennai on 07.08.2014, Power supply will be suspended in the following areas on 07.08.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 05/Aug/2014 3:49:26 PM,08-07-2014
Power shutdown areas in Chennai on 06.08.2014, Power supply will be suspended in the following areas on 06.08.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 04/Aug/2014 3:41:51 PM,08-06-2014
Power shutdown areas in Chennai on 05.08.2014, Power supply will be suspended in the following areas on 05.08.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 02/Aug/2014 5:33:54 PM,08-05-2014
Power shutdown areas in Chennai on 04.08.2014, Power supply will be suspended in the following areas on 04.08.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 02/Aug/2014 5:29:49 PM,08-04-2014
Power shutdown areas in Chennai on 02.08.2014, Power supply will be suspended in the following areas on 02.08.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 31/Jul/2014 3:47:04 PM,08-02-2014
Power shutdown areas in Chennai on 31.07.2014, Power supply will be suspended in the following areas on 31.07.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 28/Jul/2014 5:10:17 PM,07-31-2014
Power shutdown areas in Chennai on 30.07.2014, Power supply will be suspended in the following areas on 30.07.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 28/Jul/2014 5:08:02 PM,07-30-2014
Power shutdown areas in Chennai on 28.07.2014, Power supply will be suspended in the following areas on 28.07.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 26/Jul/2014 3:47:58 PM,07-28-2014
Power shutdown areas in Chennai on 26.07.2014, Power supply will be suspended in the following areas on 26.07.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 25/Jul/2014 9:51:30 AM,07-26-2014
Power shutdown areas in Chennai on 25.07.2014, Power supply will be suspended in the following areas on 25.07.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 23/Jul/2014 3:44:24 PM,07-25-2014
Power shutdown areas in Chennai on 24.07.2014, Power supply will be suspended in the following areas on 24.07.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 22/Jul/2014 3:56:17 PM,07-24-2014
Power shutdown areas in Chennai on 23.07.2014, Power supply will be suspended in the following areas on 23.07.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 21/Jul/2014 4:15:09 PM,07-23-2014
Power shutdown areas in Chennai on 22.07.2014, Power supply will be suspended in the following areas on 22.07.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 19/Jul/2014 4:00:11 PM,07-22-2014
Power Shutdown Areas Chennai Tomorrow (18.07.14), Power supply will be suspended in the following areas on the following dates in the following areas between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 17/Jul/2014 10:21:05 AM,180714
Power Shutdown Areas In Chennai Today(17.07.14), Power supply will be suspended in the following areas on the following dates in the following areas between 9.00 A.M. to 2.00 P.M. for maintenance work. Supply will be resumed before 2.00 P.M. if the works are completed.,Posted On : 17/Jul/2014 10:05:42 AM,170714
Power shutdown areas in Chennai on 17.07.2014, Power supply will be suspended in the following areas on 17.07.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 15/Jul/2014 4:15:19 PM,07-17-2014
Power shutdown areas in Chennai on 15.07.2014, Power supply will be suspended in the following areas on 15.07.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 11/Jul/2014 5:03:32 PM,07-15-2014
Power shutdown areas in Chennai on 11.07.2014, Power supply will be suspended in the following areas on 11.07.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 09/Jul/2014 3:03:18 PM,07-11-2014
Power shutdown areas in Chennai on 10.07.2014, Power supply will be suspended in the following areas on 10.07.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 08/Jul/2014 4:09:15 PM,07-10-2014
Power shutdown areas in Chennai on 09.07.2014, Power supply will be suspended in the following areas on 09.07.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 07/Jul/2014 4:54:56 PM,07-09-2014
Power shutdown areas in Chennai on 08.07.2014, Power supply will be suspended in the following areas on 08.07.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 05/Jul/2014 3:54:44 PM,07-08-2014
Power shutdown areas in Chennai on 05.07.2014, Power supply will be suspended in the following areas on 05.07.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 03/Jul/2014 4:34:37 PM,07-05-2014
Power shutdown areas in Chennai on 04.07.2014, Power supply will be suspended in the following areas on 04.07.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 02/Jul/2014 3:34:36 PM,07-04-2014
Power shutdown areas in Chennai on 02.07.2014, Power supply will be suspended in the following areas on 02.07.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 01/Jul/2014 10:20:37 AM,07-02-2014
Power shutdown areas in Chennai on 29.06.2014, Power supply will be suspended in the following areas on 29.06.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 28/Jun/2014 11:23:40 AM,06-29-2014
Power shutdown areas in Chennai on 28.06.2014, Power supply will be suspended in the following areas on 28.06.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 26/Jun/2014 4:53:09 PM,06-28-2014
Power shutdown areas in Chennai on 27.06.2014, Power supply will be suspended in the following areas on 27.06.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 25/Jun/2014 5:55:38 PM,06-27-2014
Power shutdown areas in Chennai on 26.06.2014, Power supply will be suspended in the following areas on 26.06.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 24/Jun/2014 3:55:09 PM,06-26-2014
Power shutdown areas in Chennai on 25.06.2014, Power supply will be suspended in the following areas on 25.06.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 23/Jun/2014 4:42:03 PM,06-25-2014
People across Tamil Nadu are likely to face more power cuts, People across the Andhra Pradesh state including Tamil Nadu  are likely to face more power cuts in the next few days.,Posted On : 23/Jun/2014 10:11:39 AM,n/a
Power shutdown areas in Chennai on 24.06.2014, Power supply will be suspended in the following areas on 24.06.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 21/Jun/2014 5:01:29 PM,06-24-2014
Power shutdown areas in Chennai on 23.06.2014, Power supply will be suspended in the following areas on 23.06.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 21/Jun/2014 4:59:18 PM,06-23-2014
Power shutdown areas in Chennai on 21.06.2014, Power supply will be suspended in the following areas on 21.06.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 19/Jun/2014 4:34:02 PM,06-21-2014
Power shutdown areas in Chennai on 20.06.2014, Power supply will be suspended in the following areas on 20.06.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 18/Jun/2014 4:30:02 PM,06-20-2014
Power cut imposed on residents throughout the night!, The public is extremely upset about the action of the EB to cut power to residences through the nights in order to provide continuous power to the industrial sector.,Posted On : 18/Jun/2014 3:00:58 PM,n/a
Power shutdown areas in Chennai on 19.06.2014, Power supply will be suspended in the following areas on 19.06.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 17/Jun/2014 5:18:26 PM,06-19-2014
Power shutdown areas in Chennai on 18.06.2014, Power supply will be suspended in the following areas on 18.06.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 16/Jun/2014 4:21:18 PM,06-18-2014
Power shutdown areas in Chennai on 17.06.2014, Power supply will be suspended in the following areas on 17.06.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 14/Jun/2014 10:07:32 AM,06-17-2014
Power shutdown areas in Chennai on 16.06.2014, Power supply will be suspended in the following areas on 16.06.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 14/Jun/2014 10:06:18 AM,06-16-2014
Power shutdown areas in Chennai on 13.06.2014, Power supply will be suspended in the following areas on 13.06.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 11/Jun/2014 5:00:09 PM,06-13-2014
Power cut in all major cities for 30 minutes to 1 hour in the night!," In order to counter the problem of overload or excess power demand, the Electricity Department officials have decided to impose power cuts for period of 30 minutes to 1 hour in all major cities – Chennai, Madurai, Coimbatore, Trichy, and Salem.",Posted On : 11/Jun/2014 2:13:34 PM,301
Power shutdown areas in Chennai on 12.06.2014, Power supply will be suspended in the following areas on 12.06.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 10/Jun/2014 4:12:15 PM,06-12-2014
Monsoon Brings in Power Cuts across the City," Though heavy rain soothes the blistering hot climate, the city residents are left with continuous power cuts and furors for several hours from Sunday onwards.",Posted On : 10/Jun/2014 11:00:45 AM,n/a
Power shutdown areas in Chennai on 11.06.2014, Power supply will be suspended in the following areas on 11.06.2014  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 09/Jun/2014 4:03:40 PM,06-11-2014
Power shutdown areas in Chennai on 10.06.2014, Power supply will be suspended in the following areas on 10.06.2014 (Tuesday) from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 09/Jun/2014 10:50:00 AM,06-10-2014
Power Shutdown Areas in Chennai on 07-06-14, Power supply will be suspended in the following areas on 07-06-14 between 9.00 A.M. to 2.00 P.M. for maintenance work.,Posted On : 05/Jun/2014 4:58:46 PM,070614
Power Shutdown Areas in Chennai on 06-06-14, Power supply will be suspended in the following areas on 05-06-14 between 9.00 A.M. to 2.00 P.M. for maintenance work.,Posted On : 04/Jun/2014 5:11:10 PM,060614
Power Shutdown Areas in Chennai on 05-06-14, Power supply will be suspended in the following areas on 05-06-14 between 9.00 A.M. to 2.00 P.M. for maintenance work. ,Posted On : 03/Jun/2014 3:45:38 PM,050614
TNEB Fuse off Numbers for Chennai Division, Here is the list of numbers from the TNEB Chennai division which helps during the Power cut. People can call to this numbers and file a complaint against TNEB for fixing the power cut issues.,Posted On : 03/Jun/2014 10:10:49 AM,n/a
280 MW shortage of power as on 1st June!," Even as the wind power generation contributed 2,030 MW of power generation, there was a shortage of 280 MW of power yesterday, 1st June.",Posted On : 02/Jun/2014 5:40:58 PM,2801
Power shutdown Areas in Chennai on 03-06-2014, Power supply will be suspended in the following areas on 03-06-2014 between 9.00 A.M. to 2.00 P.M. for maintenance work. ,Posted On : 31/May/2014 5:02:22 PM,06-03-2014
"New Power Cut schedule for Chennai from June 1st, 2014"," The Tamilnadu Electricity Board has changed the Power Cut schedule of Chennai City from June 1st ( Sunday ), 2014.",Posted On : 31/May/2014 2:45:23 PM,12014
Power shutdown Areas in Chennai on 31-05-2014, Power supply will be suspended in the following areas on 31-05-2014 between 9.00 A.M. to 2.00 P.M. for maintenance work. ,Posted On : 29/May/2014 3:45:07 PM,05-31-2014
Power shutdown Areas in Chennai on 30-05-2014, Power supply will be suspended in the following areas on 30-05-2014 between 9.00 A.M. to 2.00 P.M. for maintenance work. ,Posted On : 29/May/2014 3:42:52 PM,05-30-2014
No power shut-downs from 1st June: Chief Minister Jayalalithaa announcement!," Tamil Nadu Chief Minister, Ms. Jayalalithaa announced that there would be no more power-cuts in the state from 1st June.",Posted On : 27/May/2014 5:37:51 PM,1
Power Shutdown areas in Chennai on 28.5.2014, Power supply will be suspended in the following areas on 28.5.2014 between 9.00 A.M. to 2.00 P.M. for maintenance work.,Posted On : 26/May/2014 5:06:23 PM,2852014
Power Shutdown areas in Chennai on 27.5.2014, Power supply will be suspended in the following areas on 27.5.2014 between 9.00 A.M. to 2.00 P.M. for maintenance work.,Posted On : 24/May/2014 4:18:10 PM,2752014
Power Shutdown Areas in Chennai on 24.05.2014, Power supply will be suspended in the following areas on 24.05.2014 (Saturday)  from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 23/May/2014 2:15:04 PM,05-24-2014
Power Shutdown Areas In Chennai On 22.05.2014, Power supply will be suspended in the following areas on 22.05.2014 (Thursday)  from 9.00 AM to 2.00 PM for maintenance work,Posted On : 21/May/2014 11:16:23 AM,05-22-2014
Power Shutdown Areas In Chennai On 20.05.2014, Power supply will be suspended in the following areas on 20.05.2014 from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 19/May/2014 10:25:07 AM,05-20-2014
Power Shutdown Areas In Chennai On 18.05.2014, Power supply will be suspended in the following areas on 18.05.2014 from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 17/May/2014 6:04:36 PM,05-18-2014
Power Shutdown Areas in Chennai on 17.05.2014, Power supply will be suspended in the following areas on 17.05.2014 from 9.00 AM to 5.00 PM for maintenance work.,Posted On : 16/May/2014 2:43:16 PM,05-17-2014
Power Shutdown Areas in Chennai on 10.05.2014, Power supply will be suspended in the following areas on 10.05.2014 from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 09/May/2014 4:13:21 PM,05-10-2014
Power Shutdown Areas in Chennai on 09.05.2014, Power supply will be suspended in the following areas on 09.05.2014 from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 08/May/2014 3:25:55 PM,05-09-2014
Power Shutdown Areas in Chennai on 08.05.2014, Power supply will be suspended in the following areas on 08.05.2014 from 9.00 AM to 2.00 PM for maintenance work.,Posted On : 07/May/2014 12:09:01 PM,05-08-2014
Power Shutdown Areas in Chennai on 07.05.2014, Power supply will be suspended in the following areas on 07.05.2014 from 9.00 AM to 2.00 PM for maintenance work. ,Posted On : 06/May/2014 11:18:47 AM,05-07-2014
Power Shut down Areas in Chennai on 03.05.2014, Power supply will be suspended in the following areas on 03.05.2014 between 9.00 A.M. to 2.00 P.M. for maintenance work. ,Posted On : 02/May/2014 3:51:23 PM,05-03-2014
Power Shutdown Areas in Chennai Today (30.4.2014), Power supply will be suspended in the following areas on 30-04-2014 between 9.00 A.M. to 2.00 P.M. for maintenance work. ,Posted On : 30/Apr/2014 11:17:24 AM,3042014
"New Power Cut schedule for Chennai from May 1st, 2014"," The Tamilnadu Electricity Board has changed the Power Cut schedule of Chennai City from May 1st ( Thursday ), 2014.",Posted On : 30/Apr/2014 10:13:25 AM,12014
Increased power cut in Tamil Nadu, The power scarcity in the city is increase by more than 1200 MW in the past three years. This condition has led to increased power cut across places including Chennai. ,Posted On : 29/Apr/2014 5:56:05 PM,n/a
Power Shutdown in Chennai Today (29.04.2014), Power supply will be suspended in the following areas on 29-04-2014 between 9.00 A.M. to 2.00 P.M. for maintenance work.,Posted On : 29/Apr/2014 12:08:51 PM,04-29-2014
